insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2838339879',-54.973129,-70.271559,150,'Volcán Fueguino o Cook',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3006427919',37.792183,15.018375,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3006427920',37.792871,15.019166,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3006427921',37.793754,15.019562,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3006427922',37.794689,15.020875,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3006385235',37.800411,15.028163,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3006385236',37.800903,15.028754,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3006385237',37.801189,15.029233,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3006385238',37.801561,15.029661,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('488309040',37.775236,15.052489,1736,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3914928770',37.774656,15.052593,1734,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3914928796',37.775449,15.053300,1768,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('488308977',37.775993,15.059480,1721,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('488308999',37.776090,15.057187,1717,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('488309019',37.775472,15.054874,1728,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3914928789',37.775314,15.054096,1767,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3378680847',37.775358,15.101078,0,'Bocche  del 1928 di Fosse Santoro III',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3378680846',37.775525,15.101686,0,'Bocche del 1928 di Fosse Santoro  II',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3378608107',37.775488,15.102380,0,'Bocche del 1928 di Fosse Santoro  I',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('759587801',38.403221,14.965403,391,'Vulcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3076577962',39.249201,14.374821,0,'Marsili',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3076887592',39.481299,14.822866,0,'Palinuro',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('507681134',38.792073,15.215009,926,'Stromboli',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3076887590',39.261917,15.446500,0,'Alcione',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3076887591',39.499142,15.178151,0,'Glabro',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3072253582',40.740368,13.923434,181,'Fondo d''Oglio',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2258885151',40.835267,14.087383,135,'Monte Nuovo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2422613005',40.852364,14.106604,331,'Monte Gauro',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3722832180',40.845679,14.149479,0,'Astroni',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('26865081',40.822680,14.429143,1281,'Vesuvio',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2401713693',36.674474,24.482149,0,'Κρατήρας Φυριπλάκας',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2401713694',36.756997,24.421084,0,'Κρατήρας Τράχηλα',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2047310200',19.443251,30.358399,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1111976134',24.276798,39.768832,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1236330109',25.660482,39.934874,0,'جبال الأبيض',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1111949118',25.719187,39.943708,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('508076805',22.795191,41.135728,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('508076802',22.811063,41.161728,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('508076807',22.831261,41.170242,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('508076810',22.912107,41.337867,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('508076812',22.915245,41.349494,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1237331094',21.516667,50.466667,0,'الحديدة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1237557144',26.833333,42.200000,0,'سمراء الصفراء',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1237557792',26.988056,42.247500,0,'الهتيمة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1237555814',27.050000,42.283333,0,'حرة زحنفف',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1237558612',26.916667,42.400000,0,'جبل عبدة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1237555554',27.066667,42.400000,0,'حرة عبضة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1237557751',26.983333,42.566667,0,'نجفة أم هروج',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1237555031',27.183333,42.383333,0,'جبل حميان',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2357372829',32.715126,37.675806,0,'تل المسمى',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573530051',33.033333,37.200556,0,'تلول الصفاء',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573529974',33.306343,36.986073,0,'تل اللص',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573530226',33.344901,36.961194,0,'حوية',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573529954',33.296534,37.156964,0,'تل الأقعص',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573530048',33.333771,37.153620,0,'الخنيفس',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573529761',33.390618,36.998308,0,'تل شيبة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('508455448',33.420268,36.932906,0,'تل الدكوة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('510829550',33.430297,36.929988,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573530123',33.437373,36.945187,0,'المحفور',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('510829553',33.452070,36.931017,0,'تل العلق',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065250',33.464204,36.918296,0,'تل المطلة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065223',33.444839,36.959563,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065225',33.424670,37.052192,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065219',33.445012,37.044124,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065226',33.424813,37.088756,0,'أم المعزة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('510829554',33.468969,36.956938,0,'تل جعفر',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('510829555',33.470934,36.999664,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065279',33.483534,36.994686,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065255',33.493842,36.984043,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065238',33.528718,36.975743,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065242',33.532342,36.967392,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065241',33.535920,36.982326,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065278',33.522182,36.989364,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065247',33.555520,36.968765,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('870065260',33.476375,37.030735,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573530077',33.368889,37.161667,0,'تليطاوات قبلي',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('510829538',33.385875,37.149714,0,'تليطاوات وسطاني',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573529948',33.390143,37.141748,0,'تليطاوات شمالي',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573530128',33.483999,37.139282,0,'تلول أم رقيبة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573530041',33.472259,37.155594,0,'أم عقربة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573522314',33.476841,37.197302,0,'تلول أم قضقاض',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('510829556',33.310124,37.352124,0,'جبل سيس',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573529863',33.373671,37.369719,0,'تل مكيحلات',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('573530271',33.407067,37.358904,0,'تل مكحول',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('510829529',33.530808,37.448577,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('407963199',36.577930,27.168183,0,'Stefanos',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2290128464',38.650283,28.338787,0,'Divlit Yanardağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2290128485',38.647319,28.355233,0,'Küçükdivlit Tepe',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2290130841',38.620407,28.430854,0,'Divlit Yanardağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1870470170',38.569667,28.544123,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1870470162',38.576217,28.548555,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2203308843',38.550527,28.717456,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2694966408',37.268810,33.050600,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('506684934',37.589563,33.573747,1280,'Meke Dağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('506686418',37.660498,33.633544,1302,'Küçük Medet Tepesi',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('506677428',37.685498,33.640306,981,'Meke Gölü',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1650377205',37.957994,34.033876,1326,'Büyükkaraoğlan Tepe',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1650377352',37.962996,34.062166,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('244313497',38.126527,34.165113,3253,'Hasan Dağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('200997114',38.259270,34.547017,2143,'Göllü Dağ',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1798639513',38.336313,34.485586,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('321489804',38.402059,34.488554,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('301117072',38.502421,34.576380,0,'Koru Dağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318313982',38.558149,34.529855,0,'Acıgöl dağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('284783184',38.408166,34.611369,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('284784249',38.443239,34.625461,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1802069588',38.602286,35.288767,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4425104253',37.294117,40.259433,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1382078414',37.673270,39.807723,1950,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1919017432',37.683054,39.806378,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1919017435',37.694590,39.842457,1950,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1382078415',37.711429,39.829046,1957,'Karacadağ',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2487961292',30.336669,44.436257,0,'كويخة',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('25944923',35.954771,52.109637,5610,'قله دماوند',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1481514945',38.618529,42.259431,2948,'Nemrut Dağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('161859493',38.929840,42.829595,4058,'Süphan Dağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2694888414',39.198782,43.182376,0,'Girekol Yanardağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2284819301',39.103851,43.426041,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2573069638',37.634250,46.472598,3707,'کوه سهن',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('883963518',39.354495,43.866436,3584,'Tendürek Dağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2292610171',39.365079,43.921269,0,'Küçük Tendürek Tepesi',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('973785588',39.647587,44.411361,3896,'Küçük Ağrı Dağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('130065410',39.701944,44.298451,5137,'Ağrı Dağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1883779915',40.375847,43.785320,2047,'Արտենի',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3578395922',41.245996,45.843991,0,'Mud Volcanoes',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4117121044',41.334130,45.770105,0,'Mud Volcanoes',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3278082076',38.257546,47.812453,4811,'کوه سبلان',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('701123990',38.267843,47.837604,4811,'ساوالان - سبلان',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2933109177',40.206131,48.848348,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2933109179',40.211463,48.847439,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('244326930',40.209211,48.850736,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2933109178',40.207456,48.857643,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('244330881',40.217268,49.040318,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('244343634',39.996376,49.402916,0,'Qobustan Palçıq Vulkanı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('244370734',39.998044,49.455127,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('244344664',39.997926,49.471587,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('244381512',40.164698,49.296628,0,'Torağay Dağı',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('244371752',40.140981,49.382336,397,'Kiçikdaş',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3100339038',40.240339,49.507339,392,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('27278193',45.080388,2.706423,1690,'Puy Griou',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1975288433',45.345305,2.929645,1476,'Mont Chamaroux',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('670192849',45.390088,2.913864,1291,'Montagne de Janson',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172081589',45.387329,2.916742,1239,'Lac de La Godivelle-d''en-Haut',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172078663',45.459719,2.830843,1161,'Lac Chauvet',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172078516',45.429928,2.877849,875,'Lac de la Fage',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172195889',45.433394,2.888516,1359,'Puy de la Vaisse',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('665658565',45.457926,2.903514,1331,'Puy de Montcineyre',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('653028308',45.487970,2.883565,1407,'Puy Montchal',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('662618474',45.512210,2.865721,1520,'Puy de Chambourguet',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4171788890',45.495689,2.887903,1197,'Cratère-Lac Pavin',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172192698',45.491387,2.898085,1254,'Maar d''Estivadoux',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('873727748',45.569692,2.935198,957,'Le Tartaret',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172190511',45.657973,2.783219,1085,'Vivanson',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172184290',45.687035,2.817443,1050,'Puy d''Ebert',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172188186',45.696860,2.829483,915,'Puy de Saint-Martin',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3811618982',45.636842,2.854348,1380,'Puy de Combe-Perret',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('449031636',45.635759,2.933396,1173,'Puy de Monténard',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4171802251',45.653579,2.926226,986,'Narse d''Espinasse',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3066700555',45.657413,2.925877,1086,'Puy de l''Enfer',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172174993',45.665553,2.930306,1015,'Narse d''Ampoix',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172169466',45.699743,2.932583,1131,'Puy de Montgy',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('449037330',45.709128,2.931586,1164,'Puy de Pourcharet',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1049134499',45.668151,2.948268,1120,'Puy de Combegrasse',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1049134501',45.662652,2.955658,1127,'Puy de la Rodde',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172174889',45.666061,2.954489,1055,'Puy Nain',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1049152062',45.671727,2.946280,1057,'Puy de Boursoux',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('411714219',45.677527,2.960869,1138,'Puy de Charmont',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1049134504',45.682450,2.943834,1074,'Puy de la Toupe',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1049152070',45.692542,2.944243,1094,'Puy de Montchat',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1049134516',45.686308,2.960853,1094,'Puy de Vichatel',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1049152033',45.705333,2.942827,1142,'Puy de Montjuger',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('449053887',45.705567,2.963150,1167,'Puy de la Vache',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172166489',45.713945,2.942275,1086,'Puy de Monteillet',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172163889',45.719781,2.948438,1094,'Puy de Cocuset',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('449053885',45.711025,2.958192,1187,'Puy de Lassolas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1048182386',45.716590,2.956141,1249,'Puy de Mercœur',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1764589492',45.733360,2.944234,1182,'Puy de Montchar',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1764589491',45.725759,2.949601,1208,'Puy Pelat',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('411714158',45.734193,2.951887,1255,'Puy de Laschamps',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172145127',45.730475,2.949397,1203,'Puy de Beaune',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172169755',45.709900,2.963725,1186,'Puy de la Mey',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('670193671',45.726263,3.028835,965,'Puy de Berzet',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172185127',45.749181,2.780003,1035,'Puy de Banson',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172184050',45.788935,2.783053,955,'Puy de la Vialle',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172184289',45.796151,2.785362,955,'Puy de Neuffont',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1048205582',45.738236,2.931109,1102,'Puy de Barme',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172200220',45.834812,2.904529,820,'Maar de Beauloup',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172179024',45.864256,2.828914,675,'Puy de Pranal',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172175575',45.843250,2.840753,660,'Maar d''Anschald',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172085623',45.969126,2.926781,695,'Puy de Montiroir',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1091725262',45.737501,2.945094,1161,'Puy de la Moreno',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1091693738',45.754459,2.948548,1152,'Puy de Salomon',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3510166125',45.760403,2.946840,1112,'Puy Besace',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('411714167',45.747491,2.949326,1210,'Puy Montchié',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1091693737',45.757735,2.953863,1127,'Puy des Grosmanaux',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172145571',45.759869,2.951191,1005,'Cratère Kilian',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172139844',45.766263,2.946922,1072,'Grand Sault',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172139845',45.768471,2.944018,1028,'Petit Sault',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172143201',45.765835,2.956264,1120,'Puy Lacroix',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172128055',45.783330,2.942314,1078,'Puy Fillu',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('34563650',45.772649,2.964407,1464,'Puy de Dôme',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172128457',45.779755,2.964952,1178,'Nid de la Poule',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3649431510',45.778211,2.968849,1264,'Petit Puy de Dôme',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172130501',45.786630,2.965294,1135,'Le Traversin',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172132405',45.776135,2.987334,921,'Puy de Collière',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172143223',45.762680,2.990180,865,'Maar d''Enval',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172135089',45.771489,3.025884,715,'Maar de Villars',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('411714199',45.788631,2.940204,1075,'Puy Balmet',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('411714212',45.796676,2.942709,1253,'Puy de Côme',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1091662398',45.790558,2.955144,1231,'Le Grand Suchet',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1741447186',45.789889,2.961326,1198,'Le Petit Suchet',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1091662512',45.794774,2.959773,1197,'Le Cliersou',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1091609504',45.795553,2.969912,1209,'Puy de Pariou',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1091637594',45.804556,2.962502,1120,'Puy de Fraisse',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172125132',45.812125,2.966639,945,'Creux Morel',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('859303387',45.809649,2.980154,1146,'Puy des Goules',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('965319919',45.818619,2.946813,970,'Puy de Lemptégy',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('859337215',45.824706,2.953956,1134,'Puy des Gouttes',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('986454316',45.827877,2.955017,1181,'Puy Chopine',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172103089',45.834519,2.956420,1070,'Puy de Leyronne',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172108389',45.818807,2.967348,983,'Puy de Porcherolles',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3059008275',45.813058,2.969022,1011,'Croix Mory',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1010816206',45.824112,2.969136,1111,'Puy de Chaumont',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('34402156',45.814281,2.981054,1147,'Grand Sarcouy',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1091609569',45.816147,2.983394,1068,'Petit Sarcouy',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172126878',45.796664,3.007719,895,'Monchatre',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172120573',45.818025,3.008447,900,'Bois de Clerzat',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172109985',45.826228,3.011207,928,'Bois de Chanat',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('903705295',45.751885,3.049633,822,'Puy de Gravenoire',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4171763313',45.776563,3.081700,409,'Maar de Jaude',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('347720457',45.772638,3.136413,427,'Puy de Crouël',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('969810237',45.852855,2.951151,1198,'Puy de Louchadière',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1091575301',45.864289,2.951463,983,'Puy de Tressous',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1010816200',45.842260,2.962777,1152,'Puy de la Coquille',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1010816202',45.846765,2.965964,1161,'Puy de Jumes',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172092062',45.851996,2.962849,1055,'Bois de Mauzac',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('969810243',45.857799,2.962972,1056,'Puy de Ténuzet',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172097482',45.853034,2.971299,1010,'Puy de la Ravide',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4172099213',45.854173,2.979178,927,'Puy de Bleymas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('986815039',45.860154,2.983634,988,'Puy de la Nugère',3);
